age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
26,Bachelor's,Marketing Manager,8.0,42.3,Female,Canada,Education,105106.13
19,High School,Software Engineer,1.0,43.8,Male,UK,Education,93531.85
33,Master's,Marketing Manager,7.9,35.2,Male,USA,Healthcare,218751.8
27,Master's,Marketing Manager,0.0,37.2,Female,Germany,Education,132491.52
37,Bachelor's,Customer Support,3.7,40.9,Female,USA,Education,95903.32
56,High School,Data Analyst,21.3,42.1,Female,India,Finance,53560.36
26,Bachelor's,Product Manager,0.1,39.3,Male,Australia,Manufacturing,137444.53
49,Master's,Mechanical Engineer,13.9,39.9,Male,Canada,Retail,124539.93
43,Bachelor's,Financial Analyst,7.7,43.1,Male,Australia,Manufacturing,117183.73
25,Bachelor's,Operations Manager,4.7,38.4,Male,Australia,Manufacturing,133263.66
38,Bachelor's,Operations Manager,7.3,47.1,Male,USA,Technology,157398.29
20,Bachelor's,Operations Manager,0.0,35.2,Female,Australia,Finance,133637.72
20,High School,Mechanical Engineer,0.0,46.3,Male,UK,Retail,82766.57
35,Bachelor's,Customer Support,3.6,55.3,Male,UK,Education,80977.87
18,Bachelor's,Operations Manager,0.0,54.4,Female,USA,Healthcare,164480.29
47,Bachelor's,Data Analyst,15.1,30.5,Male,Australia,Retail,111535.32
31,High School,HR Specialist,4.9,43.2,Female,Canada,Healthcare,101555.61
36,High School,Product Manager,7.4,54.6,Male,UK,Healthcare,141132.91
45,Master's,Data Analyst,10.4,38.3,Female,USA,Finance,215005.01
24,High School,Marketing Manager,1.1,49.7,Female,Canada,Healthcare,107843.57
36,High School,Sales Executive,6.2,43.3,Female,USA,Healthcare,127054.23
40,Bachelor's,Financial Analyst,10.8,53.0,Female,Canada,Healthcare,151483.74
36,PhD,Software Engineer,6.1,34.6,Female,Germany,Retail,166264.12
37,Bachelor's,Customer Support,14.5,35.7,Male,Germany,Retail,100669.54
52,PhD,Financial Analyst,23.3,42.7,Female,Germany,Retail,143727.23
30,Bachelor's,Data Analyst,12.0,43.4,Male,Canada,Finance,162500.3
39,High School,Operations Manager,9.4,57.2,Female,UK,Education,84811.07
50,Bachelor's,Financial Analyst,19.7,39.4,Male,India,Technology,65527.82
41,Master's,Data Analyst,17.5,42.8,Male,Canada,Healthcare,191433.64
22,Master's,Financial Analyst,2.4,38.5,Female,Australia,Healthcare,176245.97
37,High School,Data Analyst,3.9,42.8,Other,India,Manufacturing,36097.29
31,PhD,Mechanical Engineer,1.6,25.6,Female,India,Finance,80342.59
50,Bachelor's,Financial Analyst,11.0,46.3,Other,Canada,Healthcare,164125.31
29,Bachelor's,Sales Executive,4.2,36.4,Female,USA,Finance,168155.6
21,Master's,Mechanical Engineer,0.0,46.7,Male,Canada,Manufacturing,148152.56
33,High School,Software Engineer,2.1,29.4,Female,Germany,Healthcare,96640.73
32,High School,Operations Manager,5.6,43.2,Female,Australia,Finance,98095.64
38,PhD,HR Specialist,3.4,28.5,Female,Canada,Retail,131621.63
36,Bachelor's,HR Specialist,3.9,46.6,Female,Germany,Manufacturing,108467.59
41,PhD,Customer Support,19.1,28.9,Male,USA,Technology,210277.27
41,High School,Mechanical Engineer,12.8,53.2,Female,Canada,Manufacturing,97470.33
28,Bachelor's,Marketing Manager,5.0,47.1,Male,Australia,Healthcare,161089.45
30,Bachelor's,HR Specialist,7.5,47.0,Male,Canada,Healthcare,129614.11
32,Bachelor's,Financial Analyst,12.6,38.5,Male,Australia,Healthcare,163397.26
35,Bachelor's,Operations Manager,6.2,35.9,Female,USA,Finance,173945.77
31,Master's,Sales Executive,5.2,26.1,Male,Germany,Healthcare,140973.09
25,PhD,Operations Manager,2.4,44.8,Male,UK,Technology,242053.58
44,Bachelor's,Product Manager,21.5,20.0,Female,USA,Manufacturing,162022.45
44,Bachelor's,Sales Executive,19.2,,Female,Germany,Manufacturing,119668.53
38,Bachelor's,Marketing Manager,14.0,30.5,Male,Germany,Education,97039.39
49,Bachelor's,Mechanical Engineer,17.2,21.4,Male,USA,Education,113806.57
50,Bachelor's,Mechanical Engineer,17.7,51.1,Female,UK,Manufacturing,150328.63
26,High School,HR Specialist,6.1,61.7,Male,UK,Retail,89269.66
45,High School,Customer Support,19.2,42.5,Female,Canada,Manufacturing,97110.74
37,Bachelor's,Financial Analyst,9.9,45.2,Male,Australia,Manufacturing,131395.7
29,Bachelor's,Marketing Manager,0.3,44.1,Male,Canada,Healthcare,140234.15
33,High School,Customer Support,3.1,29.5,Female,India,Education,25619.31
40,Bachelor's,Data Analyst,18.5,50.1,Female,USA,Education,138438.43
40,Master's,Mechanical Engineer,18.1,42.5,Female,Germany,Education,96660.13
23,Bachelor's,Marketing Manager,3.1,49.7,Female,Canada,Finance,174391.23
34,Master's,Data Analyst,12.3,30.5,Male,Australia,Retail,146074.96
50,Bachelor's,Sales Executive,12.1,32.0,Male,India,Healthcare,46913.35
28,Bachelor's,Operations Manager,5.0,51.6,Female,India,Finance,53233.66
41,Master's,Marketing Manager,17.1,48.2,Female,Germany,Education,130280.65
36,Bachelor's,Customer Support,3.6,34.2,Male,USA,Technology,156696.19
36,Master's,Mechanical Engineer,13.3,30.7,Female,Canada,Healthcare,148111.58
49,Bachelor's,Operations Manager,12.5,55.1,Female,India,Education,42519.01
51,Bachelor's,Financial Analyst,21.3,37.8,Female,USA,Finance,172037.42
37,Bachelor's,Sales Executive,3.4,31.6,Male,USA,Education,105257.98
31,Bachelor's,Operations Manager,11.0,33.4,Male,Canada,Education,99138.32
63,High School,Customer Support,27.3,44.0,Male,India,Retail,31468.27
27,Bachelor's,Product Manager,8.0,37.8,Male,Germany,Healthcare,156987.04
41,Master's,Product Manager,7.6,45.7,Female,USA,Education,156177.78
35,Bachelor's,Software Engineer,17.0,45.1,Female,Canada,Healthcare,163900.41
32,Master's,Operations Manager,10.2,40.4,Male,Canada,Manufacturing,150799.45
60,Master's,Marketing Manager,26.4,34.5,Male,Canada,Finance,225153.95
37,High School,Financial Analyst,18.4,43.2,Male,India,Healthcare,47668.15
55,High School,Operations Manager,15.0,49.3,Female,India,Retail,30932.29
34,Bachelor's,Software Engineer,13.6,41.3,Male,Australia,Education,115194.84
26,High School,HR Specialist,6.7,46.8,Female,Germany,Healthcare,97262.81
49,Master's,Sales Executive,16.0,54.9,Male,India,Finance,82567.68
24,High School,Customer Support,5.2,48.3,Female,Canada,Technology,99316.84
45,PhD,Data Analyst,19.8,45.0,Male,Australia,Healthcare,206611.29
48,High School,Sales Executive,20.1,56.3,Female,Germany,Technology,116853.78
49,Master's,Mechanical Engineer,11.9,25.4,Male,Australia,Technology,192455.8
52,Master's,Product Manager,11.5,50.6,Male,USA,Education,149250.56
23,Master's,HR Specialist,5.0,49.7,Female,USA,Healthcare,154014.5
42,Master's,HR Specialist,12.7,41.8,Male,UK,Manufacturing,154057.54
41,Bachelor's,Product Manager,10.2,33.9,Male,Canada,Education,117823.21
33,Master's,Marketing Manager,4.1,42.4,Female,USA,Education,145110.88
37,High School,Operations Manager,2.1,45.8,Female,India,Finance,41406.08
48,PhD,HR Specialist,14.2,36.3,Female,UK,Finance,199277.45
36,Bachelor's,Marketing Manager,4.2,51.2,Male,Canada,Finance,156971.43
38,PhD,Sales Executive,2.8,37.8,Male,Australia,Manufacturing,148462.43
34,Bachelor's,Customer Support,12.3,54.3,Female,Germany,Education,81614.64
35,Master's,Financial Analyst,3.7,44.3,Female,India,Healthcare,73503.64
35,High School,Customer Support,10.7,52.9,Male,Australia,Education,68680.02
43,Bachelor's,Financial Analyst,16.6,51.4,Female,India,Education,42575.0
28,High School,HR Specialist,9.9,38.2,Female,India,Finance,42819.75
54,Master's,Operations Manager,21.4,43.0,Female,Germany,Education,115533.17
50,High School,Customer Support,21.8,40.7,Female,Canada,Retail,76603.61
36,Bachelor's,Product Manager,13.4,49.0,Male,India,Education,49326.96
36,Master's,Data Analyst,13.0,48.0,Male,India,Retail,51757.19
19,Bachelor's,Data Analyst,0.0,50.6,Male,UK,Healthcare,130630.54
47,Bachelor's,Sales Executive,14.2,53.5,Female,Australia,Technology,169637.51
43,Master's,Sales Executive,15.3,34.5,Female,Germany,Technology,155418.64
26,Bachelor's,Software Engineer,2.3,29.9,Male,Canada,Healthcare,133956.22
43,Bachelor's,Marketing Manager,9.7,40.5,Male,Canada,Retail,115848.29
31,High School,Customer Support,9.3,39.8,Male,Germany,Technology,110839.17
19,Master's,Operations Manager,0.0,57.4,Male,Germany,Technology,167609.91
38,High School,Operations Manager,11.8,38.7,Female,UK,Retail,87293.8
40,Bachelor's,Marketing Manager,2.5,45.4,Female,Canada,Finance,137062.32
29,Bachelor's,Financial Analyst,8.3,41.2,Female,India,Technology,66985.49
42,High School,Financial Analyst,15.9,48.6,Female,UK,Healthcare,128042.19
35,Master's,Sales Executive,0.3,24.7,Female,Germany,Healthcare,130096.06
18,Bachelor's,Data Analyst,0.0,44.0,Female,Germany,Manufacturing,111374.23
39,Bachelor's,Mechanical Engineer,9.3,54.1,Other,Australia,Healthcare,140839.26
43,PhD,Software Engineer,13.6,54.7,Male,USA,Finance,274282.84
31,PhD,Product Manager,2.5,46.7,Female,Canada,Manufacturing,192652.35
25,High School,Software Engineer,0.0,37.4,Male,Canada,Technology,121860.35
45,Master's,HR Specialist,11.0,23.2,Male,Germany,Healthcare,125131.04
45,Bachelor's,HR Specialist,5.0,40.4,Female,India,Education,43339.17
35,Bachelor's,Software Engineer,14.0,37.7,Female,UK,Retail,113837.51
58,PhD,Marketing Manager,14.8,37.7,Female,Germany,Manufacturing,167335.63
33,Bachelor's,Financial Analyst,8.7,49.8,Male,Australia,Healthcare,171208.99
38,Bachelor's,Product Manager,5.8,49.7,Male,India,Finance,71572.67
41,PhD,Mechanical Engineer,17.8,40.8,Female,Australia,Technology,246279.68
37,Master's,Software Engineer,10.0,51.2,Male,Australia,Retail,147454.31
58,PhD,Mechanical Engineer,25.1,45.2,Female,USA,Manufacturing,240175.75
48,Bachelor's,Marketing Manager,19.9,33.8,Male,Australia,Healthcare,155948.87
28,High School,Product Manager,6.8,43.2,Female,Canada,Technology,149986.56
39,Bachelor's,Operations Manager,9.7,37.8,Female,Australia,Technology,160547.12
45,PhD,Product Manager,11.1,42.2,Male,Canada,Education,158843.04
45,PhD,Software Engineer,18.0,41.9,Female,Germany,Technology,238506.79
31,High School,Sales Executive,10.9,49.4,Male,India,Healthcare,41635.48
19,Master's,Sales Executive,1.0,46.1,Male,India,Finance,61325.1
27,High School,HR Specialist,8.3,42.4,Male,Australia,Manufacturing,95883.29
33,Bachelor's,Financial Analyst,2.1,41.8,Male,USA,Healthcare,173587.33
43,Bachelor's,Data Analyst,14.1,38.7,Male,Canada,Education,105857.94
45,High School,Mechanical Engineer,14.9,48.1,Female,USA,Education,103535.0
40,PhD,Customer Support,7.0,59.0,Female,India,Manufacturing,61026.22
48,High School,HR Specialist,17.4,42.8,Male,UK,Education,75560.41
41,Bachelor's,Sales Executive,9.4,44.7,Female,Australia,Finance,135876.38
40,Master's,Operations Manager,13.5,40.6,Male,USA,Healthcare,189595.79
50,Bachelor's,Software Engineer,14.3,49.7,Male,Australia,Healthcare,173180.83
34,High School,Operations Manager,0.4,35.3,Female,UK,Finance,96506.73
40,PhD,Financial Analyst,7.8,37.3,Male,Canada,Retail,178276.02
33,Bachelor's,HR Specialist,15.0,31.9,Female,India,Retail,42793.24
50,Bachelor's,HR Specialist,11.9,38.9,Other,Germany,Education,93135.17
46,PhD,Marketing Manager,14.3,38.8,Female,USA,Manufacturing,215763.2
40,High School,HR Specialist,16.6,43.6,Female,UK,Technology,127236.13
32,Bachelor's,Mechanical Engineer,4.0,56.5,Female,Australia,Manufacturing,132121.45
46,Bachelor's,Software Engineer,17.7,49.4,Male,USA,Education,150001.55
44,Bachelor's,HR Specialist,13.2,49.8,Female,Australia,Education,103566.06
41,Master's,Customer Support,12.5,50.7,Male,Australia,Manufacturing,133223.99
39,High School,Operations Manager,19.1,33.6,Male,India,Technology,54408.86
33,Master's,Software Engineer,1.4,43.8,Female,India,Finance,68517.42
44,Master's,Marketing Manager,14.1,50.4,Female,Australia,Education,138606.94
48,Master's,Marketing Manager,13.4,37.6,Female,USA,Healthcare,211162.22
45,Bachelor's,Financial Analyst,15.4,26.4,Female,India,Technology,68047.63
40,Bachelor's,Marketing Manager,8.4,39.9,Female,UK,Retail,112383.09
33,Bachelor's,Customer Support,8.2,43.1,Male,India,Finance,51339.08
43,PhD,Operations Manager,18.2,46.1,Male,Germany,Technology,202313.97
39,Master's,Marketing Manager,12.7,45.8,Female,UK,Technology,202098.53
52,Master's,Sales Executive,16.7,45.9,Female,Germany,Healthcare,145041.56
49,PhD,Customer Support,14.4,36.7,Male,Australia,Manufacturing,170683.11
36,High School,Mechanical Engineer,9.3,51.8,Female,USA,Healthcare,138734.64
39,Bachelor's,Operations Manager,16.2,39.5,Male,UK,Retail,116495.14
34,Bachelor's,Operations Manager,12.9,39.3,Male,India,Manufacturing,46153.12
39,Bachelor's,Software Engineer,12.7,40.7,Female,UK,Manufacturing,129836.74
29,Bachelor's,Data Analyst,2.3,40.5,Male,Australia,Finance,141627.03
44,High School,Data Analyst,8.2,20.0,Male,Germany,Finance,113036.0
30,High School,Financial Analyst,12.0,52.7,Female,UK,Education,99907.13
32,Bachelor's,Software Engineer,9.4,42.8,Female,Australia,Manufacturing,150201.46
39,High School,Customer Support,12.4,44.3,Female,India,Education,26957.62
43,Master's,HR Specialist,7.2,38.1,Male,India,Manufacturing,54317.09
56,High School,Customer Support,17.2,44.8,Male,USA,Education,72853.34
39,PhD,HR Specialist,0.9,44.6,Female,USA,Technology,227185.18
47,Master's,Marketing Manager,8.8,37.9,Female,UK,Retail,132089.04
18,Bachelor's,Operations Manager,0.0,56.7,Male,Canada,Healthcare,134115.78
39,Master's,Software Engineer,18.2,36.4,Female,India,Finance,70463.33
31,Bachelor's,Software Engineer,7.3,35.7,Female,Canada,Retail,101216.38
29,Bachelor's,Marketing Manager,5.7,46.0,Female,Canada,Education,87730.57
44,Master's,Data Analyst,11.0,36.4,Male,Canada,Manufacturing,137711.91
35,Master's,Software Engineer,8.6,42.8,Male,Australia,Technology,247649.06
33,Bachelor's,Mechanical Engineer,11.3,28.7,Female,Canada,Retail,109122.69
34,Bachelor's,HR Specialist,5.9,40.6,Male,UK,Healthcare,120729.57
27,Master's,Data Analyst,9.0,39.6,Male,UK,Technology,178700.89
33,Bachelor's,Data Analyst,6.0,48.4,Female,Canada,Technology,147488.41
29,Master's,Product Manager,9.6,34.0,Male,USA,Finance,228932.48
43,Bachelor's,Sales Executive,9.3,43.0,Female,Australia,Education,117997.86
38,Bachelor's,Data Analyst,5.9,37.0,Female,India,Healthcare,51099.58
44,Bachelor's,Financial Analyst,17.4,54.8,Male,UK,Healthcare,171510.59
32,Master's,Product Manager,14.0,43.6,Female,Australia,Education,153704.53
40,PhD,Marketing Manager,9.8,35.8,Male,Canada,Education,138575.87
37,Bachelor's,Marketing Manager,6.3,42.7,Female,Canada,Retail,116449.84
39,Bachelor's,HR Specialist,8.1,42.1,Male,Germany,Healthcare,134181.58
40,High School,Financial Analyst,16.0,51.3,Male,USA,Manufacturing,138967.55
53,Bachelor's,Data Analyst,19.0,36.4,Male,USA,Retail,136009.64
51,Master's,Operations Manager,23.6,38.8,Male,UK,Retail,130566.62
38,Master's,HR Specialist,12.7,41.8,Female,Germany,Technology,162662.54
40,Master's,Operations Manager,10.0,43.2,Female,India,Manufacturing,54689.17
27,Master's,Sales Executive,6.0,46.7,Male,Germany,Technology,178495.35
39,Bachelor's,HR Specialist,16.7,52.3,Male,India,Manufacturing,43738.08
35,Master's,Financial Analyst,11.2,37.3,Female,Australia,Education,139222.05
58,Master's,Customer Support,19.0,29.2,Female,Canada,Manufacturing,118649.47
32,High School,HR Specialist,9.8,45.7,Male,Australia,Technology,129095.77
29,Bachelor's,Financial Analyst,0.0,46.4,Male,Canada,Technology,142430.82
18,PhD,HR Specialist,0.0,30.0,Female,UK,Manufacturing,136634.91
31,Bachelor's,HR Specialist,10.0,32.5,Male,UK,Finance,135075.88
36,Bachelor's,Operations Manager,7.1,51.3,Other,Canada,Healthcare,133571.26
54,High School,Data Analyst,16.8,39.1,Male,Canada,Retail,84861.47
50,Bachelor's,Product Manager,8.4,30.4,Female,Germany,Education,93217.91
51,Master's,Product Manager,18.0,27.4,Female,Australia,Healthcare,176901.26
24,Bachelor's,Mechanical Engineer,2.5,49.5,Female,Germany,Education,91963.72
29,High School,Financial Analyst,8.9,45.6,Female,Australia,Manufacturing,106362.69
49,High School,Mechanical Engineer,16.4,58.5,Male,Australia,Education,109684.49
21,Bachelor's,Mechanical Engineer,3.0,56.3,Female,USA,Education,126937.81
40,Bachelor's,Marketing Manager,16.3,47.2,Female,Canada,Healthcare,136522.88
46,PhD,Software Engineer,12.4,30.8,Female,India,Manufacturing,81680.38
60,Master's,Product Manager,27.0,45.7,Female,Germany,Finance,191399.27
46,PhD,HR Specialist,16.6,37.2,Male,Canada,Education,141789.07
36,High School,Product Manager,11.0,39.2,Male,Germany,Healthcare,98559.15
25,Master's,Financial Analyst,1.3,39.0,Female,Canada,Retail,111374.73
38,Master's,Software Engineer,11.3,49.0,Male,Germany,Retail,136762.84
44,PhD,Software Engineer,12.0,35.1,Female,Australia,Finance,257560.61
26,Master's,Data Analyst,2.1,54.9,Female,Australia,Healthcare,166720.36
20,Master's,Sales Executive,2.0,41.6,Male,India,Retail,51507.56
28,High School,Financial Analyst,9.7,41.6,Female,UK,Education,86359.23
21,High School,Product Manager,3.0,47.5,Female,Germany,Healthcare,112169.97
39,High School,Operations Manager,16.9,47.1,Male,UK,Healthcare,102672.31
44,High School,Marketing Manager,10.4,40.0,Male,USA,Finance,134177.72
36,Master's,Operations Manager,12.6,34.8,Female,India,Healthcare,59853.7
37,Bachelor's,Software Engineer,10.5,42.2,Female,UK,Retail,125815.86
30,Master's,HR Specialist,11.7,44.8,Female,India,Manufacturing,54851.68
55,Master's,Operations Manager,20.6,51.2,Female,India,Manufacturing,59792.04
24,High School,HR Specialist,6.0,25.1,Male,Canada,Manufacturing,77856.85
42,High School,Marketing Manager,7.3,27.2,Male,Canada,Healthcare,90271.94
34,PhD,HR Specialist,8.3,47.6,Male,UK,Healthcare,174104.26
43,Master's,Mechanical Engineer,14.1,58.1,Male,India,Healthcare,73397.79
43,High School,Marketing Manager,14.0,34.0,Male,Canada,Manufacturing,90981.16
27,Master's,Data Analyst,1.4,49.0,Female,India,Manufacturing,56203.98
33,Master's,Mechanical Engineer,2.2,35.2,Male,USA,Retail,145053.39
34,High School,Operations Manager,11.1,36.2,Female,India,Technology,41292.44
48,Master's,HR Specialist,15.6,37.3,Male,USA,Technology,221858.44
47,Master's,Financial Analyst,19.9,41.7,Female,Germany,Healthcare,178706.87
55,Bachelor's,Data Analyst,13.3,40.8,Male,USA,Technology,186131.01
52,Bachelor's,Financial Analyst,23.9,45.5,Male,Australia,Retail,126424.06
36,Bachelor's,Financial Analyst,14.3,37.1,Female,UK,Retail,135059.62
23,PhD,Financial Analyst,0.0,45.9,Female,Canada,Technology,195724.68
27,High School,HR Specialist,4.0,39.7,Female,UK,Manufacturing,87942.57
44,Bachelor's,HR Specialist,10.1,43.4,Female,UK,Retail,97827.23
33,Bachelor's,Product Manager,2.4,44.1,Male,USA,Manufacturing,192754.83
23,Bachelor's,Data Analyst,1.4,25.9,Male,UK,Manufacturing,121697.65
32,Bachelor's,Financial Analyst,10.9,60.1,Female,Canada,Retail,131222.11
51,Master's,Data Analyst,22.3,51.6,Female,Australia,Finance,225035.69
33,Master's,Mechanical Engineer,8.6,46.2,Male,India,Healthcare,73243.52
52,Master's,Sales Executive,19.8,37.1,Other,Germany,Healthcare,152460.73
40,Master's,Software Engineer,6.4,50.6,Male,USA,Finance,276193.27
40,Master's,Sales Executive,5.2,35.5,Male,Australia,Technology,151148.21
45,Bachelor's,Financial Analyst,12.9,37.2,Female,Australia,Retail,113088.72
23,Master's,Operations Manager,3.1,27.4,Male,UK,Retail,118010.36
48,High School,Marketing Manager,17.9,43.6,Male,Germany,Education,100185.99
20,Bachelor's,Data Analyst,0.0,32.5,Male,UK,Healthcare,113962.65
39,PhD,Mechanical Engineer,13.3,43.6,Female,Germany,Education,144291.48
